invoice_no,invoice_date,invoice_time,customer_code,customer_name,phone,address,seq,item_code,item_name,unit,qty,unit_price,tax_pct,discount_pct,line_total,is_bonus,month,brand,carton_capacity,carton_units,boxes
B0688,2026-01-12,"",778,المصطفى كفر حكيم,"","",3.0,102,كفته الهنا 350 طبق,"",15.0,27.5,0.0,15.0,350.62,false,2026-01,الهنا,15 كيس,15.0,1.0
B0688,2026-01-12,"",778,المصطفى كفر حكيم,"","",4.0,346,بانيه 800 جرام طبق,"",120.0,52.0,0.0,0.0,6240.0,false,2026-01,الهنا,12 كيس,12.0,10.0
B0689,2026-01-12,"",47,سامح توفيق,01000650067,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",52.0,310.0,0.0,0.0,16120.0,false,2026-01,ابوهاشم,4 كيس,4.0,13.0
B0690,2026-01-12,"",67,مطعم جدو,"","",1.0,80,برجر 1200 جم طبق,"",112.0,140.0,0.0,0.0,15680.0,false,2026-01,ابوهاشم,11 كيس,11.0,10.181818181818182
B0690,2026-01-12,"",67,مطعم جدو,"","",2.0,258,كبده 3 كيلو كيس 3 كيلو,"",5.0,570.0,0.0,0.0,2850.0,false,2026-01,ابوهاشم,4 كيس,4.0,1.25
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",1.0,108,سجق الهنا 350 طبق,"",225.0,30.0,0.0,15.0,5737.5,false,2026-01,الهنا,15 كيس,15.0,15.0
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",2.0,101,كفته الهنا 800 جرام طبق,"",240.0,56.0,0.0,15.0,11424.0,false,2026-01,الهنا,12 كيس,12.0,20.0
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",3.0,104,برجر الهنا 400 جرام طبق,"",150.0,28.5,0.0,15.0,3633.75,false,2026-01,الهنا,15 كيس,15.0,10.0
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",4.0,403,برجر اسبشيال صغير طبق,"",75.0,30.0,0.0,17.0,1867.5,false,2026-01,اسبشيال,15 كيس,15.0,5.0
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",5.0,404,برجر اسبشيال عائلى طبق,"",240.0,68.75,0.0,17.0,13695.0,false,2026-01,اسبشيال,12 كيس,12.0,20.0
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",6.0,399,كفته اسبيشيال صغير طبق,"",150.0,27.5,0.0,17.0,3423.75,false,2026-01,اسبشيال,15 كيس,15.0,10.0
B0691,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",7.0,402,كفته اسبيشيال عائلى طبق,"",120.0,63.75,0.0,17.0,6349.5,false,2026-01,اسبشيال,12 كيس,12.0,10.0
B0692,2026-01-13,"",455,ثلجه المهدي,01092903432,"",1.0,101,كفته الهنا 800 جرام طبق,"",600.0,56.0,0.0,15.0,28560.0,false,2026-01,الهنا,12 كيس,12.0,50.0
B0693,2026-01-13,"",455,ثلجه المهدي,01092903432,"",1.0,101,كفته الهنا 800 جرام طبق,"",36.0,0.0,0.0,0.0,0.0,true,2026-01,الهنا,12 كيس,12.0,3.0
B0694,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",80.0,320.0,0.0,0.0,25600.0,false,2026-01,ابوهاشم,4 كيس,4.0,20.0
B0694,2026-01-13,"",710,احمد صلح المنيا,01098723488,"",2.0,257,سجق الهنا 5 كيلو طبق,"",10.0,300.0,0.0,0.0,3000.0,false,2026-01,الهنا,2 كيس,2.0,5.0
b0695,2026-01-14,"",4,مترو,01062770249,"",1.0,1,مفروم صافى 400 جم طبق,"",110.0,80.0,0.0,0.0,8800.0,false,2026-01,ابوهاشم,20 علبة,20.0,5.5
b0695,2026-01-14,"",4,مترو,01062770249,"",2.0,7,سجق 350 جم ابو هاشم طبق,"",10.0,45.0,0.0,0.0,450.0,false,2026-01,ابوهاشم,20 كيس,20.0,0.5
b0695,2026-01-14,"",4,مترو,01062770249,"",3.0,107,سجق 800 ابو هاشم طبق,"",5.0,95.0,0.0,0.0,475.0,false,2026-01,ابوهاشم,16 كيس,16.0,0.3125
b0695,2026-01-14,"",4,مترو,01062770249,"",4.0,114,كفته ابو هاشم 800 طبق,"",5.0,90.0,0.0,0.0,450.0,false,2026-01,ابوهاشم,16 كيس,16.0,0.3125
b0695,2026-01-14,"",4,مترو,01062770249,"",5.0,8,كفته 350 جم ابو هاشم طبق,"",5.0,40.0,0.0,0.0,200.0,false,2026-01,ابوهاشم,20 كيس,20.0,0.25
B0696,2026-01-17,"",725,احمد كرشة,"","",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",8.0,300.0,0.0,0.0,2400.0,false,2026-01,ابوهاشم,4 كيس,4.0,2.0
B0697,2026-01-17,"",4,مترو,01062770249,"",1.0,2,كبده اسكندرانى 400 طبق,"",100.0,73.0,0.0,0.0,7300.0,false,2026-01,ابوهاشم,20 علبة,20.0,5.0
B0698,2026-01-17,"",837,احمد العبد شعبان,"","",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",24.0,320.0,0.0,0.0,7680.0,false,2026-01,ابوهاشم,4 كيس,4.0,6.0
B0699,2026-01-18,"",786,م العزالى م امام,"","",1.0,104,برجر الهنا 400 جرام طبق,"",75.0,28.5,0.0,17.0,1774.12,false,2026-01,الهنا,15 كيس,15.0,5.0
B0699,2026-01-18,"",786,م العزالى م امام,"","",2.0,102,كفته الهنا 350 طبق,"",75.0,27.5,0.0,17.0,1711.87,false,2026-01,الهنا,15 كيس,15.0,5.0
B0700,2026-01-18,"",713,م ابو صالح كرداسة,01001994760,"",1.0,120,برجر الهنا 900 جرام طبق,"",120.0,58.5,0.0,17.0,5826.6,false,2026-01,الهنا,12 كيس,12.0,10.0
B0700,2026-01-18,"",713,م ابو صالح كرداسة,01001994760,"",2.0,102,كفته الهنا 350 طبق,"",75.0,27.5,0.0,17.0,1711.87,false,2026-01,الهنا,15 كيس,15.0,5.0
B0700,2026-01-18,"",713,م ابو صالح كرداسة,01001994760,"",3.0,104,برجر الهنا 400 جرام طبق,"",120.0,28.5,0.0,17.0,2838.6,false,2026-01,الهنا,15 كيس,15.0,8.0
B0700,2026-01-18,"",713,م ابو صالح كرداسة,01001994760,"",4.0,108,سجق الهنا 350 طبق,"",30.0,30.0,0.0,17.0,747.0,false,2026-01,الهنا,15 كيس,15.0,2.0
b0701,2026-01-06,"",729,حمادة شلبى,01011590931,"",1.0,10,مفروم صويا 400 جم طبق,"",428.0,65.0,0.0,0.0,27820.0,false,2026-01,ابوهاشم,28 علبة,28.0,15.285714285714286
b0701,2026-01-06,"",729,حمادة شلبى,01011590931,"",2.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",60.0,320.0,0.0,0.0,19200.0,false,2026-01,ابوهاشم,4 كيس,4.0,15.0
b0701,2026-01-06,"",729,حمادة شلبى,01011590931,"",3.0,346,بانيه 800 جرام طبق,"",600.0,52.0,0.0,0.0,31200.0,false,2026-01,الهنا,12 كيس,12.0,50.0
b0701,2026-01-06,"",729,حمادة شلبى,01011590931,"",4.0,257,سجق الهنا 5 كيلو طبق,"",30.0,300.0,0.0,0.0,9000.0,false,2026-01,الهنا,2 كيس,2.0,15.0
b0702,2026-01-06,"",729,حمادة شلبى,01011590931,"",1.0,108,سجق الهنا 350 طبق,"",300.0,30.0,0.0,17.0,7470.0,false,2026-01,الهنا,15 كيس,15.0,20.0
b0702,2026-01-06,"",729,حمادة شلبى,01011590931,"",2.0,99,سجق الهنا 800 جرام طبق,"",240.0,61.0,0.0,17.0,12151.2,false,2026-01,الهنا,12 كيس,12.0,20.0
b0702,2026-01-06,"",729,حمادة شلبى,01011590931,"",3.0,101,كفته الهنا 800 جرام طبق,"",480.0,56.0,0.0,17.0,22310.4,false,2026-01,الهنا,12 كيس,12.0,40.0
b0702,2026-01-06,"",729,حمادة شلبى,01011590931,"",4.0,120,برجر الهنا 900 جرام طبق,"",600.0,58.5,0.0,17.0,29133.0,false,2026-01,الهنا,12 كيس,12.0,50.0
b0702,2026-01-06,"",729,حمادة شلبى,01011590931,"",5.0,104,برجر الهنا 400 جرام طبق,"",300.0,28.5,0.0,17.0,7096.5,false,2026-01,الهنا,15 كيس,15.0,20.0
b0703,2026-01-06,"",729,حمادة شلبى,01011590931,"",1.0,102,كفته الهنا 350 طبق,"",285.0,0.0,0.0,0.0,0.0,true,2026-01,الهنا,15 كيس,15.0,19.0
b0704,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",1.0,108,سجق الهنا 350 طبق,"",150.0,30.0,0.0,15.0,3825.0,false,2026-01,الهنا,15 كيس,15.0,10.0
b0704,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",2.0,101,كفته الهنا 800 جرام طبق,"",480.0,56.0,0.0,15.0,22848.0,false,2026-01,الهنا,12 كيس,12.0,40.0
b0704,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",3.0,104,برجر الهنا 400 جرام طبق,"",300.0,28.5,0.0,15.0,7267.5,false,2026-01,الهنا,15 كيس,15.0,20.0
b0704,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",4.0,120,برجر الهنا 900 جرام طبق,"",360.0,58.5,0.0,15.0,17901.0,false,2026-01,الهنا,12 كيس,12.0,30.0
b0704,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",5.0,346,بانيه 800 جرام طبق,"",120.0,52.0,0.0,0.0,6240.0,false,2026-01,الهنا,12 كيس,12.0,10.0
b0705,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",1.0,403,برجر اسبشيال صغير طبق,"",150.0,30.0,0.0,17.0,3735.0,false,2026-01,اسبشيال,15 كيس,15.0,10.0
b0705,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",2.0,399,كفته اسبيشيال صغير طبق,"",150.0,27.5,0.0,17.0,3423.75,false,2026-01,اسبشيال,15 كيس,15.0,10.0
b0705,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",3.0,404,برجر اسبشيال عائلى طبق,"",204.0,68.75,0.0,17.0,11640.75,false,2026-01,اسبشيال,12 كيس,12.0,17.0
b0706,2026-01-06,"",710,احمد صلح المنيا,01098723488,"",1.0,102,كفته الهنا 350 طبق,"",375.0,0.0,0.0,0.0,0.0,true,2026-01,الهنا,15 كيس,15.0,25.0
b0707,2026-01-06,"",900,طارق الدمياطي,"","",1.0,397,بانيه 800 جرام اسباشيل كيس,"",360.0,52.0,0.0,0.0,18720.0,false,2026-01,اسبشيال,12 كيس,12.0,30.0
b0707,2026-01-06,"",900,طارق الدمياطي,"","",2.0,402,كفته اسبيشيال عائلى طبق,"",12.0,63.75,0.0,17.0,634.95,false,2026-01,اسبشيال,12 كيس,12.0,1.0
b0707,2026-01-06,"",900,طارق الدمياطي,"","",3.0,399,كفته اسبيشيال صغير طبق,"",75.0,27.5,0.0,17.0,1711.87,false,2026-01,اسبشيال,15 كيس,15.0,5.0
b0707,2026-01-06,"",900,طارق الدمياطي,"","",4.0,403,برجر اسبشيال صغير طبق,"",75.0,30.0,0.0,17.0,1867.5,false,2026-01,اسبشيال,15 كيس,15.0,5.0
b0707,2026-01-06,"",900,طارق الدمياطي,"","",5.0,405,سجق اسبيشيال صغير طبق,"",75.0,44.0,0.0,17.0,2739.0,false,2026-01,اسبشيال,15 كيس,15.0,5.0
b0708,2026-01-06,"",900,طارق الدمياطي,"","",1.0,397,بانيه 800 جرام اسباشيل كيس,"",240.0,52.0,0.0,0.0,12480.0,false,2026-01,اسبشيال,12 كيس,12.0,20.0
B0709,2026-01-14,"",591,رامي شبين,"","",1.0,101,كفته الهنا 800 جرام طبق,"",84.0,42.0,0.0,0.0,3528.0,false,2026-01,الهنا,12 كيس,12.0,7.0
B0709,2026-01-14,"",591,رامي شبين,"","",2.0,99,سجق الهنا 800 جرام طبق,"",84.0,49.0,0.0,0.0,4116.0,false,2026-01,الهنا,12 كيس,12.0,7.0
B0709,2026-01-14,"",591,رامي شبين,"","",3.0,346,بانيه 800 جرام طبق,"",84.0,49.0,0.0,0.0,4116.0,false,2026-01,الهنا,12 كيس,12.0,7.0
B0709,2026-01-14,"",591,رامي شبين,"","",4.0,120,برجر الهنا 900 جرام طبق,"",60.0,44.0,0.0,0.0,2640.0,false,2026-01,الهنا,12 كيس,12.0,5.0
B0710,2026-01-14,"",882,هايبر كنده شعبان,01016988580,"",1.0,114,كفته ابو هاشم 800 طبق,"",10.0,90.0,0.0,0.0,900.0,false,2026-01,ابوهاشم,16 كيس,16.0,0.625
B0710,2026-01-14,"",882,هايبر كنده شعبان,01016988580,"",2.0,8,كفته 350 جم ابو هاشم طبق,"",10.0,40.0,0.0,0.0,400.0,false,2026-01,ابوهاشم,20 كيس,20.0,0.5
B0710,2026-01-14,"",882,هايبر كنده شعبان,01016988580,"",3.0,421,برجر ابو هاشم 1 ك طبق,"",6.0,110.0,0.0,0.0,660.0,false,2026-01,ابوهاشم,12 كيس,12.0,0.5
B0710,2026-01-14,"",882,هايبر كنده شعبان,01016988580,"",4.0,1,مفروم صافى 400 جم طبق,"",10.0,80.0,0.0,0.0,800.0,false,2026-01,ابوهاشم,20 علبة,20.0,0.5
B0710,2026-01-14,"",882,هايبر كنده شعبان,01016988580,"",5.0,2,كبده اسكندرانى 400 طبق,"",10.0,73.0,0.0,0.0,730.0,false,2026-01,ابوهاشم,20 علبة,20.0,0.5
b0712,2026-01-18,"",532,محمود العمده الصعيد,"","",1.0,404,برجر اسبشيال عائلى طبق,"",480.0,68.75,0.0,17.0,27390.0,false,2026-01,اسبشيال,12 كيس,12.0,40.0
b0712,2026-01-18,"",532,محمود العمده الصعيد,"","",2.0,402,كفته اسبيشيال عائلى طبق,"",600.0,63.75,0.0,17.0,31747.5,false,2026-01,اسبشيال,12 كيس,12.0,50.0
b0712,2026-01-18,"",532,محمود العمده الصعيد,"","",3.0,406,سجق اسبيشيال عائلى طبق,"",240.0,73.25,0.0,17.0,14591.4,false,2026-01,اسبشيال,12 كيس,12.0,20.0
b0712,2026-01-18,"",532,محمود العمده الصعيد,"","",4.0,403,برجر اسبشيال صغير طبق,"",225.0,30.0,0.0,17.0,5602.5,false,2026-01,اسبشيال,15 كيس,15.0,15.0
b0713,2026-01-18,"",532,محمود العمده الصعيد,"","",1.0,101,كفته الهنا 800 جرام طبق,"",720.0,42.0,0.0,0.0,30240.0,false,2026-01,الهنا,12 كيس,12.0,60.0
b0713,2026-01-18,"",532,محمود العمده الصعيد,"","",2.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",100.0,320.0,0.0,0.0,32000.0,false,2026-01,ابوهاشم,4 كيس,4.0,25.0
b0714,2026-01-18,"",729,حمادة شلبى,01011590931,"",1.0,120,برجر الهنا 900 جرام طبق,"",360.0,58.5,0.0,17.0,17479.8,false,2026-01,الهنا,12 كيس,12.0,30.0
b0714,2026-01-18,"",729,حمادة شلبى,01011590931,"",2.0,101,كفته الهنا 800 جرام طبق,"",360.0,56.0,0.0,17.0,16732.8,false,2026-01,الهنا,12 كيس,12.0,30.0
b0715,2026-01-18,"",729,حمادة شلبى,01011590931,"",1.0,27,مفروم صويا 350 جم طبق,"",442.0,65.0,0.0,0.0,28730.0,false,2026-01,ابوهاشم,,,
b0715,2026-01-18,"",729,حمادة شلبى,01011590931,"",2.0,346,بانيه 800 جرام طبق,"",240.0,52.0,0.0,0.0,12480.0,false,2026-01,الهنا,12 كيس,12.0,20.0
b0715,2026-01-18,"",729,حمادة شلبى,01011590931,"",3.0,257,سجق الهنا 5 كيلو طبق,"",20.0,300.0,0.0,0.0,6000.0,false,2026-01,الهنا,2 كيس,2.0,10.0
b0716,2026-01-18,"",729,حمادة شلبى,01011590931,"",1.0,102,كفته الهنا 350 طبق,"",150.0,0.0,0.0,0.0,0.0,true,2026-01,الهنا,15 كيس,15.0,10.0
b0716,2026-01-18,"",729,حمادة شلبى,01011590931,"",2.0,104,برجر الهنا 400 جرام طبق,"",150.0,0.0,0.0,0.0,0.0,true,2026-01,الهنا,15 كيس,15.0,10.0
b0718,2026-02-08,"",900,طارق الدمياطي,"","",1.0,406,سجق اسبيشيال عائلى طبق,"",48.0,73.12,0.0,17.0,2913.1,false,2026-02,اسبشيال,12 كيس,12.0,4.0
b0718,2026-02-08,"",900,طارق الدمياطي,"","",2.0,402,كفته اسبيشيال عائلى طبق,"",120.0,63.75,0.0,17.0,6349.5,false,2026-02,اسبشيال,12 كيس,12.0,10.0
b0718,2026-02-08,"",900,طارق الدمياطي,"","",3.0,399,كفته اسبيشيال صغير طبق,"",75.0,27.5,0.0,17.0,1711.87,false,2026-02,اسبشيال,15 كيس,15.0,5.0
b0718,2026-02-08,"",900,طارق الدمياطي,"","",4.0,405,سجق اسبيشيال صغير طبق,"",75.0,43.76,0.0,17.0,2724.06,false,2026-02,اسبشيال,15 كيس,15.0,5.0
b0718,2026-02-08,"",900,طارق الدمياطي,"","",5.0,423,سجق اسبشيال 5 ك كيس,"",12.0,410.0,0.0,0.0,4920.0,false,2026-02,اسبشيال,2 كيس,2.0,6.0
b0719,2026-02-08,"",900,طارق الدمياطي,"","",1.0,2,كبده اسكندرانى 400 طبق,"",840.0,65.0,0.0,0.0,54600.0,false,2026-02,ابوهاشم,20 علبة,20.0,42.0
b0719,2026-02-08,"",900,طارق الدمياطي,"","",2.0,1,مفروم صافى 400 جم طبق,"",168.0,80.0,0.0,0.0,13440.0,false,2026-02,ابوهاشم,20 علبة,20.0,8.4
b0720,2026-02-08,"",729,حمادة شلبى,01011590931,"",1.0,101,كفته الهنا 800 جرام طبق,"",360.0,56.0,0.0,17.0,16732.8,false,2026-02,الهنا,12 كيس,12.0,30.0
b0720,2026-02-08,"",729,حمادة شلبى,01011590931,"",2.0,120,برجر الهنا 900 جرام طبق,"",480.0,58.5,0.0,17.0,23306.4,false,2026-02,الهنا,12 كيس,12.0,40.0
b0720,2026-02-08,"",729,حمادة شلبى,01011590931,"",3.0,99,سجق الهنا 800 جرام طبق,"",180.0,61.0,0.0,17.0,9113.4,false,2026-02,الهنا,12 كيس,12.0,15.0
b0720,2026-02-08,"",729,حمادة شلبى,01011590931,"",4.0,108,سجق الهنا 350 طبق,"",225.0,30.0,0.0,17.0,5602.5,false,2026-02,الهنا,15 كيس,15.0,15.0
b0721,2026-02-08,"",729,حمادة شلبى,01011590931,"",1.0,257,سجق الهنا 5 كيلو طبق,"",30.0,300.0,0.0,0.0,9000.0,false,2026-02,الهنا,2 كيس,2.0,15.0
b0721,2026-02-08,"",729,حمادة شلبى,01011590931,"",2.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",60.0,320.0,0.0,0.0,19200.0,false,2026-02,ابوهاشم,4 كيس,4.0,15.0
b0721,2026-02-08,"",729,حمادة شلبى,01011590931,"",3.0,10,مفروم صويا 400 جم طبق,"",428.0,65.0,0.0,0.0,27820.0,false,2026-02,ابوهاشم,28 علبة,28.0,15.285714285714286
b0721,2026-02-08,"",729,حمادة شلبى,01011590931,"",4.0,346,بانيه 800 جرام طبق,"",480.0,52.0,0.0,0.0,24960.0,false,2026-02,الهنا,12 كيس,12.0,40.0
b0722,2026-02-05,"",1,عميل نقدى,01000650067,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",2.0,300.0,0.0,0.0,600.0,false,2026-02,ابوهاشم,4 كيس,4.0,0.5
b0724,2026-02-05,"",532,محمود العمده الصعيد,"","",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",100.0,320.0,0.0,0.0,32000.0,false,2026-02,ابوهاشم,4 كيس,4.0,25.0
b0724,2026-02-05,"",532,محمود العمده الصعيد,"","",2.0,402,كفته اسبيشيال عائلى طبق,"",252.0,63.75,0.0,17.0,13333.95,false,2026-02,اسبشيال,12 كيس,12.0,21.0
b0724,2026-02-05,"",532,محمود العمده الصعيد,"","",3.0,404,برجر اسبشيال عائلى طبق,"",600.0,68.75,0.0,17.0,34237.5,false,2026-02,اسبشيال,12 كيس,12.0,50.0
b0725,2026-02-02,"",532,محمود العمده الصعيد,"","",1.0,101,كفته الهنا 800 جرام طبق,"",708.0,42.0,0.0,0.0,29736.0,false,2026-02,الهنا,12 كيس,12.0,59.0
b0725,2026-02-02,"",532,محمود العمده الصعيد,"","",2.0,120,برجر الهنا 900 جرام طبق,"",240.0,44.0,0.0,0.0,10560.0,false,2026-02,الهنا,12 كيس,12.0,20.0
b0726,2026-02-03,"",728,مايكل اسحاق اسوان,01020045669,"",1.0,99,سجق الهنا 800 جرام طبق,"",240.0,61.0,0.0,15.0,12444.0,false,2026-02,الهنا,12 كيس,12.0,20.0
b0726,2026-02-03,"",728,مايكل اسحاق اسوان,01020045669,"",2.0,346,بانيه 800 جرام طبق,"",480.0,53.0,0.0,0.0,25440.0,false,2026-02,الهنا,12 كيس,12.0,40.0
b0726,2026-02-03,"",728,مايكل اسحاق اسوان,01020045669,"",3.0,96,عرض مصنعات طبق,"",50.0,550.0,0.0,0.0,27500.0,false,2026-02,الهنا,,,
b0726,2026-02-03,"",728,مايكل اسحاق اسوان,01020045669,"",4.0,120,برجر الهنا 900 جرام طبق,"",1080.0,58.5,0.0,15.0,53703.0,false,2026-02,الهنا,12 كيس,12.0,90.0
b0726,2026-02-03,"",728,مايكل اسحاق اسوان,01020045669,"",5.0,102,كفته الهنا 350 طبق,"",1500.0,27.5,0.0,15.0,35062.5,false,2026-02,الهنا,15 كيس,15.0,100.0
B0731,2026-02-02,"",729,حمادة شلبى,01011590931,"",1.0,120,برجر الهنا 900 جرام طبق,"",120.0,58.5,0.0,17.0,5826.6,false,2026-02,الهنا,12 كيس,12.0,10.0
B0731,2026-02-02,"",729,حمادة شلبى,01011590931,"",2.0,99,سجق الهنا 800 جرام طبق,"",60.0,61.0,0.0,17.0,3037.8,false,2026-02,الهنا,12 كيس,12.0,5.0
B0731,2026-02-02,"",729,حمادة شلبى,01011590931,"",3.0,346,بانيه 800 جرام طبق,"",84.0,52.0,0.0,0.0,4368.0,false,2026-02,الهنا,12 كيس,12.0,7.0
B0731,2026-02-02,"",729,حمادة شلبى,01011590931,"",4.0,422,بانيه 700 جرام طبق,"",36.0,47.0,0.0,0.0,1692.0,false,2026-02,الهنا,12 كيس,12.0,3.0
b0732,2026-02-03,"",728,مايكل اسحاق اسوان,01020045669,"",1.0,102,كفته الهنا 350 طبق,"",240.0,0.0,0.0,0.0,0.0,true,2026-02,الهنا,15 كيس,15.0,16.0
b0733,2026-02-04,"",674,ابو لطفى,"","",1.0,2,كبده اسكندرانى 400 طبق,"",20.0,73.0,0.0,0.0,1460.0,false,2026-02,ابوهاشم,20 علبة,20.0,1.0
b0733,2026-02-04,"",674,ابو لطفى,"","",2.0,7,سجق 350 جم ابو هاشم طبق,"",20.0,45.0,0.0,0.0,900.0,false,2026-02,ابوهاشم,20 كيس,20.0,1.0
b0733,2026-02-04,"",674,ابو لطفى,"","",3.0,107,سجق 800 ابو هاشم طبق,"",16.0,95.0,0.0,0.0,1520.0,false,2026-02,ابوهاشم,16 كيس,16.0,1.0
b0733,2026-02-04,"",674,ابو لطفى,"","",4.0,1,مفروم صافى 400 جم طبق,"",40.0,80.0,0.0,0.0,3200.0,false,2026-02,ابوهاشم,20 علبة,20.0,2.0
b0734,2026-02-04,"",674,ابو لطفى,"","",1.0,114,كفته ابو هاشم 800 طبق,"",16.0,90.0,0.0,0.0,1440.0,false,2026-02,ابوهاشم,16 كيس,16.0,1.0
b0734,2026-02-04,"",674,ابو لطفى,"","",2.0,255,برجر ابو هاشم جامبو 1.5 كيلو طبق,"",9.0,170.0,0.0,0.0,1530.0,false,2026-02,ابوهاشم,9 كيس,9.0,1.0
b0735,2026-02-05,"",591,رامي شبين,"","",1.0,101,كفته الهنا 800 جرام طبق,"",60.0,42.0,0.0,0.0,2520.0,false,2026-02,الهنا,12 كيس,12.0,5.0
b0735,2026-02-05,"",591,رامي شبين,"","",2.0,346,بانيه 800 جرام طبق,"",84.0,49.0,0.0,0.0,4116.0,false,2026-02,الهنا,12 كيس,12.0,7.0
b0736,2026-02-05,"",591,رامي شبين,"","",1.0,120,برجر الهنا 900 جرام طبق,"",60.0,44.0,0.0,0.0,2640.0,false,2026-02,الهنا,12 كيس,12.0,5.0
b0736,2026-02-05,"",591,رامي شبين,"","",2.0,99,سجق الهنا 800 جرام طبق,"",60.0,49.0,0.0,0.0,2940.0,false,2026-02,الهنا,12 كيس,12.0,5.0
b0736,2026-02-05,"",591,رامي شبين,"","",3.0,101,كفته الهنا 800 جرام طبق,"",60.0,42.0,0.0,0.0,2520.0,false,2026-02,الهنا,12 كيس,12.0,5.0
b0737,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",1.0,108,سجق الهنا 350 طبق,"",225.0,30.0,0.0,15.0,5737.5,false,2026-02,الهنا,15 كيس,15.0,15.0
b0737,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",2.0,102,كفته الهنا 350 طبق,"",225.0,27.5,0.0,15.0,5259.37,false,2026-02,الهنا,15 كيس,15.0,15.0
b0737,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",3.0,101,كفته الهنا 800 جرام طبق,"",360.0,56.0,0.0,15.0,17136.0,false,2026-02,الهنا,12 كيس,12.0,30.0
b0737,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",4.0,120,برجر الهنا 900 جرام طبق,"",240.0,58.5,0.0,15.0,11934.0,false,2026-02,الهنا,12 كيس,12.0,20.0
b0737,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",5.0,104,برجر الهنا 400 جرام طبق,"",225.0,28.5,0.0,15.0,5450.62,false,2026-02,الهنا,15 كيس,15.0,15.0
b0738,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",60.0,320.0,0.0,0.0,19200.0,false,2026-02,ابوهاشم,4 كيس,4.0,15.0
b0738,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",2.0,346,بانيه 800 جرام طبق,"",120.0,52.0,0.0,0.0,6240.0,false,2026-02,الهنا,12 كيس,12.0,10.0
b0738,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",3.0,402,كفته اسبيشيال عائلى طبق,"",120.0,63.75,0.0,17.0,6349.5,false,2026-02,اسبشيال,12 كيس,12.0,10.0
b0738,2026-02-12,"",710,احمد صلح المنيا,01098723488,"",4.0,257,سجق الهنا 5 كيلو طبق,"",10.0,300.0,0.0,0.0,3000.0,false,2026-02,الهنا,2 كيس,2.0,5.0
b0739,2026-02-12,"",532,محمود العمده الصعيد,"","",1.0,13,سجق شرقى 3 ك ابو هاشم كيس 3 كيلو,"",120.0,320.0,0.0,0.0,38400.0,false,2026-02,ابوهاشم,4 كيس,4.0,30.0
b0739,2026-02-12,"",532,محمود العمده الصعيد,"","",2.0,257,سجق الهنا 5 كيلو طبق,"",10.0,300.0,0.0,0.0,3000.0,false,2026-02,الهنا,2 كيس,2.0,5.0
b0739,2026-02-12,"",532,محمود العمده الصعيد,"","",3.0,101,كفته الهنا 800 جرام طبق,"",600.0,42.0,0.0,0.0,25200.0,false,2026-02,الهنا,12 كيس,12.0,50.0
b0739,2026-02-12,"",532,محمود العمده الصعيد,"","",4.0,120,برجر الهنا 900 جرام طبق,"",240.0,44.0,0.0,0.0,10560.0,false,2026-02,الهنا,12 كيس,12.0,20.0
b0740,2026-02-12,"",532,محمود العمده الصعيد,"","",1.0,403,برجر اسبشيال صغير طبق,"",300.0,30.0,0.0,17.0,7470.0,false,2026-02,اسبشيال,15 كيس,15.0,20.0
